X,Y,DESCRIP96,BUSINESS96,USECLASS86,USECLASS96,USECLASS04,USECLASS10,ADDRESS,POSTCODE,OBJECTID
326679.7401,675003.629899999,estate agents,W.W. & J. Borland,Vacant,Class 2,Class 2,Class 2,45 ALBERT STREET,EH7 5LN,36
326894.1968,674991.1732,hot food take-away,Pizza Connection,SUI GENERIS,SUI GENERIS,Class 4,Class 9, , ,37
326899.6299,674990.0866,residential, ,Vacant,Class 9,Class 9, , , ,38
326977,674981,betting shop,Leith Racing,Class 1,Class 2,Class 9, , , ,39
326543.5577,675038.103499999,sandwich bar,Harvey's,Class 1,Class 1,Class 1,Vacant, , ,40
326547.2723,675037.934599999,welfare,Milan Senior Welfare Council,Class 1,Class 2,Class 2,Vacant,10 ALBERT STREET,EH7 5LG,41
326553.5196,675037.596899999,baker,Sicilian Pastry Shop,Class 1,Class 1,Class 1,Class 1,14-16 ALBERT STREET,EH7 5LG,42
326559.7789,675037.259299999,baker,Sicilian Pastry Shop,Class 1,Class 1, , , , ,43
326566.0261,675037.090399999,grocer,Ben Stores,Vacant,Class 1, , , , ,44
326568.7277,675036.921599999,food take-away,Monte Carlo,Vacant,Class 1,SUI GENERIS,SUI GENERIS,24 ALBERT STREET,EH7 5LG,45
326118.5719,674544.116599999,"trophies, engraving",Emslie Engraving Co.,Class 1,Class 1,Class 1,Vacant,13 ANTIGUA STREET,EH1 3NH,46
326121.5588,674548.934599999,"wallpaper, paints",Fads,Class 1,Class 1,Class 1,Class 1,14 ANTIGUA STREET,EH1 3NH,47
323508.8081,672456.9794,bank,Bank of Scotland,Class 2,Class 2,Class 2,Class 2,1(GF) ARDMILLAN TERRACE,EH11 2JN,48
323508.4043,672448.266000001,hairdresser,Graphics Hair Studio,Class 1,Class 1,Class 1,Class 1,2 ARDMILLAN TERRACE,EH11 2JN,49
323507.1486,672437.788000001,chemist,Ardmillan Pharmacy,Class 1,Class 1,Class 1,Class 1,3 ARDMILLAN TERRACE,EH11 2JN,50
323492.7987,672294.433,vacant, ,Class 1,Vacant, , , , ,51
323492.6706,672290.7195,vacant, ,Class 1,Vacant, , , , ,52
323492.5426,672287.2621,vacant, ,Class 4,Vacant, , , , ,53
323492.2865,672283.420499999,vacant, ,Class 1,Vacant,Class 4,Class 4,24 ARDMILLAN TERRACE,EH11 2JW,54
323492.1584,672279.322799999,"trophies, engraving",Activity Awards,Class 2,Class 1,Class 1,Class 1,25 ARDMILLAN TERRACE,EH11 2JW,55
325660.262,672359.632200001,public house,The Argyle,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,15-17 ARGYLE PLACE,EH9 1JJ,56
325660.7356,672340.002499999,grocer,Nadia's Fruit Market,Class 4,Class 1,Class 1,Class 1,18 ARGYLE PLACE,EH9 1JJ,57
325660.262,672347.105799999,health foods,New Year Health Food Store,Class 1,Class 1,Class 1,Vacant,20 ARGYLE PLACE,EH9 1JJ,58
325660.7356,672352.7884,restaurant,The Good Year at Marchmont,Class 3,Class 3,Class 3,Class 3,21 ARGYLE PLACE,EH9 1JJ,59
325660.262,672364.0529,antiques,This & That Antiques,Class 1,Class 1,Class 1,Vacant,22 ARGYLE PLACE,EH9 1JJ,60
325660.262,672368.3149,greengrocer,Tse's Fruit Market,Class 1,Class 1,Class 1,Class 1,23 ARGYLE PLACE,EH9 1JJ,61
325660.262,672371.629799999,greengrocer,Haji's Fruitmarket,Class 1,Class 1,Class 1, , , ,62
325660.262,672374.944700001,vacant, ,Class 1,Vacant,Vacant, , , ,63
325660.3149,672383.579299999,n/t/c,F. McCormack,Class 1,Class 1,Vacant, , , ,64
325660.3149,672389.7356,bicycle repairs,Bicycle Works,Vacant,Class 1,Class 1,Class 1,30 ARGYLE PLACE,EH9 1JJ,65
325659.3149,672417.1587,financial services,Credit Union House,Class 2,Class 2,Class 2,Class 4,31 ARGYLE PLACE,EH9 1JT,66
325658.8942,672441.579299999,second-hand goods,n/a,Class 4,Class 1,Class 2,Class 4,38 ARGYLE PLACE,EH9 1JT,67
325658.8942,672447.262,bicycles,David's Bicycle Store,Class 4,Class 1,Class 1,Class 3,39 ARGYLE PLACE,EH9 1JT,68
325658.8413,672456.2644,beauty parlour,The New Gentle Touch,Class 1,Class 1,Class 11,Class 11,40 ARGYLE PLACE,EH9 1JT,69
325658.8413,672462.420700001,hairdresser,Joy Ann's,Class 1,Class 1,Class 11,Class 2,41 ARGYLE PLACE,EH9 1JT,70
325658.3678,672469.0504,architects,Christopher Dinnis Associates,Class 4,Class 4,Class 2,Class 4,43(BF) ARGYLE PLACE,EH9 1JT,71
323354.1444,671717.0359,n/t/c & grocer,Ramzan & Sons,Class 1,Class 1, , , , ,72
323351.2704,671720.432399999,wool merchants,Hughes & Patterson Ltd.,Class 2,Class 2,Class 2,Class 4, , ,73
323348.3965,671723.567600001,plumbers,A1 Emergency Services,Class 4,Class 4, , , , ,74
323345.5225,671726.4416,hairdresser,Ashley Hair Fashions,Class 1,Class 1, , , , ,75
323342.6486,671729.054199999,plumbers & electricians,Ashley House,Vacant,Class 4,Class 1,Class 1,1E ASHLEY TERRACE,EH11 1RF,76
323259.7028,671820.054199999,n/t/c & grocer,Munir & Sons,Class 1,Class 1,Class 1,Class 1,29-30 ASHLEY TERRACE,EH11 1RE,77
323256.3514,671823.4866,soft furnishings,James Aird,Class 1,Class 1,Class 1,Class 1,32 ASHLEY TERRACE,EH11 1RE,78
323253.4775,671826.3606,vacant, ,Class 1,Vacant,Class 2,Class 4,33 ASHLEY TERRACE,EH11 1RE,79
323249.793,671830.8289,security systems,RD Alarm Systems Ltd.,Class 1,Class 4,Class 1,Class 1,34 ASHLEY TERRACE,EH11 1RE,80
323247.1803,671833.9641,"greeting cards, stationery, printing",Goldprint,Class 1,Class 1,Class 1,Class 2,36 ASHLEY TERRACE,EH11 1RE,81
323258.9908,671855.2162,chemist,Tainsh Pharmacy,Class 1,Class 1,Class 1,Class 1,37 ASHLEY TERRACE,EH11 1RY,82
323261.8648,671852.081,florist,Victoria Rose,Class 1,Class 1,Class 4,Class 1,39 ASHLEY TERRACE,EH11 1RY,83
323264.4775,671848.945800001,vacant, ,Class 1,Vacant,Class 4,Vacant,40 ASHLEY TERRACE,EH11 1RY,84
323268.9458,671844.522500001,confectioner & tobacconist,n/a,Class 1,Class 1,Class 4,Class 2,41 ASHLEY TERRACE,EH11 1RY,85
323271.0359,671841.3873,community / church,St. Michael's Parish Church Restoration Shop,Class 1,Class 2,Class 1,Class 1,42 ASHLEY TERRACE,EH11 1RY,86
323273.9099,671837.990800001,videotape hire,Movie Box,Class 1,Class 1,Vacant,Class 1,44 ASHLEY TERRACE,EH11 1RY,87
323276.5225,671835.116900001,grocer,MA Minimarket,Class 1,Class 1,Class 1,Class 1,45 ASHLEY TERRACE,EH11 1RY,88
323280.5584,671831.396500001,butcher,C. Boyle,Class 1,Class 1, , , , ,89
323286.0451,671825.1261,shoes & shoe repairs,Robertsons Shoes,Class 1,Class 1, , , , ,90
323289.1803,671821.729599999,vacant, ,Class 1,Vacant, , , , ,91
323307.9458,671805.081,vacant, ,Class 1,Vacant, , , , ,92
327339.9492,676406.426100001,public house & restaurant,Mongolian Restaurant,SUI GENERIS,SUI GENERIS,Class 3,Class 3,43 ASSEMBLY STREET,EH6 7BQ,93
324313.1759,673394.9186,restaurant (Indian),Indian Cavalry Club,Class 3,Class 3,Class 3,Class 3,3 ATHOLL PLACE,EH3 8HP,94
324284.0945,673372.9186,engineers,Blackwood Partnership,Class 1,Class 4, ,Class 4,6-7 ATHOLL PLACE,EH3 8HP,95
324262.7297,673357.5799,surveyors & estate agents,Dave Davies,Class 1,Class 4,Class 4,Vacant, , ,96
324258.7166,673348.824100001,office,Weight Watchers,Class 4,Class 4,Class 2,Vacant,13 ATHOLL PLACE,EH3 8HP,97
327058,668605,grocer & n/t/c,Tracey's Shop / J. Borthwick,Class 1,Class 1, , , , ,98
330160.5783,673983.477499999,furniture,Mackays, ,Class 1,Class 4,Class 4,11 BAILEYFIELD CRESCENT,EH15 1ET,99
313928.5443,670872.7599,public house,Bridge Inn,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,27 BAIRD ROAD,EH28 8RU,100
324691.6997,674505.056700001,demolished, ,Class 1,Demolished, , , , ,101
324689.3499,674507.4066,demolished, ,Class 4,Demolished, , , , ,102
324686.8322,674509.5886,demolished, ,Class 1,Demolished, , , , ,103
324684.818,674511.602700001,charity shop,Viewpoint,Class 1,Class 1,Class 1,Class 1,6 BAKER'S PLACE,EH3 6SY,104
324682.8038,674513.449100001,baker,Italian Home Bakery,Class 1,Class 1,Class 1,Vacant,7 BAKER'S PLACE,EH3 6SY,105
324680.6218,674515.463199999,antique furniture,Arcadia,Class 1,Class 1,Class 3,Class 3,8-10 BAKER'S PLACE,EH3 6SY,106
324346.5954,670946.3005,housing association office,Barony Housing,Class 4,Class 2,Class 2,Class 2,8 BALCARRES STREET,EH10 5JB,107
324341.4452,670948.1733,housing association office,Barony Housing,Vacant,Class 2, , , , ,108
324248,670951,car showroom,Western Saab,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,21-22 BALCARRES STREET,EH10 5JD,109
323959.9364,670866.2544,vacant, ,Class 4,Vacant, , , , ,110
326664.7146,675370.234200001,hairdresser,Individuals,Class 1,Class 1,Class 1,Class 11,3 BALFOUR STREET,EH6 5BY,111
326661.0915,675374.5196,vacant, ,Class 2,Vacant, , , , ,112
326658.5588,675377.558800001,vacant, ,Vacant,Vacant, , , , ,113
326656.3638,675380.597999999,hot food take-away,Seven Seas,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,7C BALFOUR STREET,EH6 5BY,114
326645.7146,675395.3508,dry cleaner,Manson of Dunbar,Class 1,Class 1,Vacant,Vacant, , ,115
326643.3508,675399.065400001,vacant, ,Vacant,Vacant, , , , ,116
326641.1558,675402.948799999,residential, ,Class 4,Class 9, , , , ,117
326593.7069,675468.823799999,grocer & n/t/c,A M Licensed Grocer,Class 1,Class 1,Class 1,Class 1,29 BALFOUR STREET,EH6 5DQ,118
326530.7663,675554.588099999,vacant, ,Class 4,Vacant, , , , ,119
326678.4975,675400.6231,residential, ,Class 1,Class 9, , , , ,120
326571.598,675036.752699999,butcher,Graham Cherrie,Class 1,Class 1,Class 1,Class 1,26 ALBERT STREET,EH7 5LG,121
326581,675042,disk jockey,Unicorn Entertainments,Class 1,Class 4,Vacant,Class 4,28 ALBERT STREET,EH7 5LG,122
326581,675042,hot food take-away,Dante's Pizza Shop,SUI GENERIS,SUI GENERIS, , , , ,123
326581,675042,scrap metal,Albert Street Metals,Class 2,Class 2,Class 4,Class 4,34 ALBERT STREET,EH7 5LG,124
326860.6535,675020.023600001,stonemason,Stone Restore,Class 4,Class 4,Class 4,Class 4,144 ALBERT STREET,EH7 5LT,125
326870.4331,675019.4803,vacant, ,Class 4,Vacant,Class 2,Vacant,152 ALBERT STREET,EH7 5LT,126
326882.882,675018.937000001,public house,Clan Tavern,SUI GENERIS,SUI GENERIS,SUI GENERIS,Vacant, , ,127
326912.5669,675016.937000001,n/t/c,S & J Albert Stores,Class 1,Class 1,Class 1,Class 1,160 ALBERT STREET,EH7 5NA,128
326918.5433,675016.937000001,vacant, ,Vacant,Vacant,Class 9, , , ,129
326961.2835,675014.6535,vacant, ,Vacant,Vacant, , , , ,130
326969.4331,675014.110200001,laundering & ironing service,Hot Iron,Class 1,Class 1,Class 4,Class 4,176 ALBERT STREET,EH7 5NA,131
326978.5433,675013.5669,public house,Royal Nip,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,180 ALBERT STREET,EH7 5NA,132
327007.7401,674929.196799999,residential, ,Class 4,Class 9, , , , ,133
327011.5433,674930.283500001,traction recordings,Hire for Sound Edin.,UNKNOWN USE,Class 1,Class 1,Class 1,5 ALBION ROAD,EH7 5QJ,134
327015.8898,674931.370100001,second-hand goods,Clark's Second Hand Emporium,Class 1,Class 1,Class 4,Class 9, , ,135
327022.4803,674933.4803,vacant, ,Vacant,Vacant, , , , ,136
327028.4567,674934.5669,food take-away,Albion Snack Bar,Class 1,Class 1,Class 1,Class 1,11 ALBION ROAD,EH7 5QJ,137
327033.3465,674935.6535,hairdresser (gents),Clippers,Vacant,Class 1,Class 1,Class 1,13 ALBION ROAD,EH7 5QJ,138
327199.0866,674944.5669,public house,Albion Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,49 ALBION ROAD,EH7 5QP,139
327178.9134,674924.3465,car sales,Albion Road Garage,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,36-36A ALBION ROAD,EH7 5QU,140
327182.7165,674918.9134,car sales,Albion Road Garage,UNKNOWN USE,SUI GENERIS,SUI GENERIS,SUI GENERIS,38 ALBION ROAD,EH7 5QU,141
327185.4331,674912.937000001,health studio / sauna,Scorpio Leisure,Class 4,Class 11,Class 11,Class 11,42-44 ALBION ROAD,EH7 5QU,142
327230.45,674850.3202,bagpipe manuf. & sales,Albion Bagpipes,Class 4,Class 1, , , , ,143
327237.6131,674846.2665,vacant, ,Vacant,Vacant,Vacant,Vacant,58 ALBION ROAD,EH7 5QZ,144
322568.5184,672179.2147,dentist,A.J. Thomson,Class 2,Class 2, , , , ,145
322565.3849,672184.7853,car windscreens,Edinburgh Autoglass,Class 1,Class 1, , , , ,146
322308.2289,670979.7711,surveyors & estate agents,Davidson & Robertson,Class 2,Class 4,Class 4,Class 4,1 ALLAN PARK ROAD,EH14 1LD,147
324467.0407,673638.979699999,hairdresser,Hair by Maria / Claire's Beauty Box,Class 1,Class 1,Class 1,Class 1,33 ALVA STREET,EH2 4PS,148
324452.842,673658.0407,cafe & take-away food,Elizabeth's,Class 3,Class 3,Class 3,Class 1,34-34B ALVA STREET,EH2 4PY,149
324937.073,672306.9628,bicycles,Edinburgh Bicycle Co-operative,Class 1,Class 1, , , , ,150
324939.8511,672301.962300001,bicycles,Edinburgh Bicycle Co-operative,Class 1,Class 1, , , , ,151
324945.222,672291.0353,plumbers,Rutherford & McAlpine,Class 4,Class 4, , , , ,152
324948.0,672285.4793,bicycles,Edinburgh Bicycle Co-operative,Class 1,Class 1, , , , ,153
325827.785,673648.6764,restaurant,Filling Station,Class 3,Class 3, , , , ,154
325994.7159,676929.4539,public house,Prom Bar,SUI GENERIS,SUI GENERIS, , , , ,155
325985.6384,676931.269400001,engineers,Forth Engineers,Class 1,Class 4,Class 2,Class 2,5 ANCHORFIELD,EH6 4JG,156
325980.6457,676932.177100001,baker,Anchor Bakery,Class 1,Class 1,Class 1,Vacant,6 ANCHORFIELD,EH6 4JG,157
325975.5388,676933.4465,n/t/c,Anchorfield Newsagent,Class 1,Class 1,Class 1,Vacant,7 ANCHORFIELD,EH6 4JG,158
325970.5461,676934.3543,cafe,Lockie's Cafe,Class 1,Class 3,Class 3,Vacant,9 ANCHORFIELD,EH6 4JG,159
323653.1772,672446.220100001,public house,Athletic Arms,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,1-3 ANGLE PARK TERRACE,EH11 2JX,160
323649.5776,672442.033399999,vacant, ,Class 2,Vacant,Vacant,Class 4,5 ANGLE PARK TERRACE,EH11 2JX,161
323645.6635,672437.3365,betting shop,Credit Bookmaker (U.K.),Class 2,Class 2,Class 2,Class 4,7 ANGLE PARK TERRACE,EH11 2JX,162
323633.4893,672421.792300001,furniture,Pine Furniture Showroom,SUI GENERIS,Class 1, , , , ,163
323594,672386,joiners & decorators,Peter Sandilands,Class 4,Class 4,Class 4,Class 4,22 ANGLE PARK TERRACE,EH11 2JX,164
323583,672368,vacant, ,Class 1,Vacant,Class 11,Vacant,24 ANGLE PARK TERRACE,EH11 2JT,165
323524,672303,public house,Caledonian Sample Room,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,58 ANGLE PARK TERRACE,EH11 2JR,166
323504.2805,672289.0792,grocer,The Grocers,Class 1,Class 1,Class 1,Class 1,60 ANGLE PARK TERRACE,EH11 2JR,167
323500.8231,672286.2621,hairdresser,Reflections,Class 1,Class 1,Class 1,Class 2,62 ANGLE PARK TERRACE,EH11 2JR,168
323497.573,672283.5122,painters & decorators,Murray Thomson,Class 4,Class 4,Class 1,Class 4,64 ANGLE PARK TERRACE,EH11 2JR,169
323501.0608,672262.841600001,vacant, ,Class 4,Vacant,Class 4,Class 9, , ,170
323504.3901,672265.4026,cleaning contractors,Rosebud Cleaning Services Ltd.,Class 4,Class 4,Class 4,Class 4, , ,171
323507.5914,672267.9637,residential, ,Class 1,Class 9,Class 9, , , ,172
323528.4693,672283.408600001,hairdresser (gents),Harvey's,Class 1,Class 1, , , , ,173
323533.2073,672286.866,car repairs / garage,n/a,Class 1,Class 1,Class 4,Class 4,76 ANGLE PARK TERRACE,EH11 2JP,174
326079.6137,674827.678099999,bathroom furniture & fittings,Bathroom Planet, ,Class 1,Class 1,Demolished, , ,175
325893.622,675029.3608,florist,Garden Room,Class 4,Class 1, , , , ,176
326198.4673,674751.3115,car showroom,Annandale Motors,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,12 ANNANDALE STREET,EH7 4AN,177
325925.5461,676939.4539,hot food take-away,Annfield Fish Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,3 ANNFIELD,EH6 4JF,178
325886.262,676944.723300001,public house,The Annfield,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,10 ANNFIELD,EH6 4JF,179
325756.9004,676976.084899999,residential, ,Vacant,Class 9, , , , ,180
325668.0074,676991.630999999,residential, ,Vacant,Class 9, , , , ,181
326088.4332,674489.1985,hot food take-away,Deep Sea,Class 3,SUI GENERIS,Class 3,Class 3,1 ANTIGUA STREET,EH1 3NH,182
326090.7004,674493.732799999,hot food take-away,Deep Sea Fish & Chips,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,2 ANTIGUA STREET,EH1 3NH,183
326094.5668,674500.7653,restaurant,Mama Roma,Class 4,Class 3, , , , ,184
326097.4007,674505.8664,travel agent,Scotia Travel,Class 1,Class 1, , , , ,185
326100.8834,674511.9739,computers,Silicon Centre,Class 1,Class 1, , , , ,186
326106.7646,674520.552100001,pictures & picture framing,L. Freedman,Class 1,Class 1,Class 1,Class 1,8 ANTIGUA STREET,EH1 3NH,187
326107.9703,674523.0,restaurant,Golden Bengal,Class 3,Class 3,Class 3,Class 3,9A ANTIGUA STREET,EH1 3NH,188
326109.8834,674527.1296,musical instruments & printed music,Bandparts,Class 1,Class 1, , , , ,189
326051.8914,673524.6472,n/t/c,K. McLean,Class 1,Class 1,Class 1,Vacant,56 BLACKFRIARS STREET,EH1 1NE,190
327837.3064,675703.629000001,hairdresser,Lydia's,Class 1,Class 1,Class 1,Class 9, , ,191
325910.5073,673580.7996,vacant, ,SUI GENERIS,Vacant, , , , ,192
325912.2609,673574.077299999,vacant, ,Class 4,Vacant, , , , ,193
325915.1691,673564.0,vacant, ,Class 1,Vacant,Class 4,Class 4,15 BLAIR STREET,EH1 1QR,194
325918.6305,673549.8309,offices, ,Class 1,Class 4, , , , ,195
325948.5508,673530.09,sauna,Blair Street Sauna,Class 11,Class 11,Class 11,Class 11,30 BLAIR STREET,EH1 1QR,196
326156.9608,674485.260399999,bank,Royal Bank of Scotland,Class 2,Class 2,Class 2,Class 2,2-3A BLENHEIM PLACE,EH7 5JH,197
326170.2081,674483.0392,pets & pet supplies,Dofos Pet Centre,Class 1,Class 1, , , , ,198
325570.8855,676200.934599999,sports clothing & equipment,Gilmour Sports,Class 1,Class 1,Class 1,Class 1, , ,199
326205.3506,675735.588099999,fabrics,The Cloth Shop, ,Class 1,Class 1,Class 1,169 BONNINGTON ROAD,EH6 5BQ,200
326710.0784,676148.1779,public house,Fox's Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,8 BONNINGTON ROAD,EH6 5JD,201
326707.6282,676141.4241,cafe,Canasta,Class 3,Class 3,Vacant,Class 3,10-12 BONNINGTON ROAD,EH6 5JD,202
326704.4764,676133.774900001,hot food take-away,Treasure House,Vacant,SUI GENERIS,Class 4, , , ,203
326204.1169,675784.881200001,vacant, ,Vacant,Vacant, , , , ,204
326189.1782,675774.9387,vacant, ,Class 2,Vacant,Class 1,Class 1,264 BONNINGTON ROAD,EH6 5BE,205
326176.6475,675765.588099999,grocer,n/a,Class 1,Class 1,Vacant,Class 9, , ,206
326113.7277,674534.5196,food take-away,Dhana's,SUI GENERIS,Class 1, , , , ,207
326115.7538,674538.571900001,vacant, ,SUI GENERIS,Vacant, , , , ,208
321529,672903,grocer,The Corner Shop,Vacant,Class 1, , , , ,209
322253.822,671986.266899999,building preservation,Town & Country Preservation,Class 4,Class 4,Class 4,Class 4,191 BALGREEN ROAD,EH11 2RZ,210
322255.2147,671982.7853,hot food take-away (Chinese),B.M.,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,193 BALGREEN ROAD,EH11 2RZ,211
322260.4371,671970.947799999,car parts,Vw Audi Parts Centre,Class 1,Class 1, , , , ,212
322262.178,671967.814300001,builders,Robert Dick,Class 1,Class 4,Class 1,Class 1,199 BALGREEN ROAD,EH11 2RZ,213
322263.9188,671963.9845,hot food take-away,Balgreen Fish Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,203 BALGREEN ROAD,EH11 2RZ,214
322274.3404,671944.6963,public house,Wheatsheaf Inn,SUI GENERIS,SUI GENERIS,SUI GENERIS,Class 4, , ,215
322285.8066,671918.1412,vacant, ,Vacant,Vacant,Vacant,Vacant,213 BALGREEN ROAD,EH11 2RZ,216
322288.5919,671913.963300001,building services engineers,Irons Foulner Partnership,Class 4,Class 4,Vacant,Vacant,215 BALGREEN ROAD,EH11 2RZ,217
322294.8588,671907.6963,hairdresser,B & A Associates,Class 1,Class 1, , , , ,218
322299.0367,671906.3037,betting shop,William Hill,Class 2,Class 2,Class 2,Class 2,221-223 BALGREEN ROAD,EH11 2RZ,219
322303.911,671905.955499999,sports clothing & equipment,Country Life,Class 1,Class 1, , , , ,220
322307.7408,671907.0,sports equipment & clothing,Country Life,Class 1,Class 1,Class 1,Class 1,229 BALGREEN ROAD,EH11 2RZ,221
322022.5243,672316.936000001,hot food take-away (Chinese),Lucky Star,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,154 BALGREEN ROAD,EH11 3AU,222
322027.5574,672310.749399999,charity office,Scottish Downs Syndrome Association,Class 1,Class 2,Class 2,Class 2,158-160 BALGREEN ROAD,EH11 3AU,223
322033.5343,672303.619100001,hairdresser,Senga's Hair Care,Class 1,Class 1,Class 1,Class 1,164 BALGREEN ROAD,EH11 3AU,224
322039.5111,672296.6986,vacant, ,Vacant,Vacant,Class 1,Class 1,166 BALGREEN ROAD,EH11 3AU,225
322046.0971,672289.741699999,n/t/c & post office,Edwards - Kidd/Balgreen Rd. Sub P.O.,Class 1,Class 1,Class 1,Class 1,170 BALGREEN ROAD,EH11 3AU,226
327333.4213,676456.2082,public house,Corn Exchange Bar,SUI GENERIS,SUI GENERIS,Vacant, , , ,227
327438.3153,676431.334899999,redeveloped to residential, ,Vacant,Class 9,Class 1,Vacant,4 BALTIC STREET,EH6 7BW,228
